"id","name","title","gender","birth_date","death_date","min_offset_to_royal","min_dist_to_royal","x","y"
"I675","Geraldine ","","F",1833,,"5.5","18",-72.9845836257404,932.616784516879
"I676","Zog I of Albania","King","M",1833,,"5.5","19",-106.768410866241,930.502827413061
"I677","Leka I of Albania","King","M",1858,,"5.5","19",-98.3268008714748,873.642652283798
"I678","Karl of Austria","Archduke","M",1808,,"8","6",332.776083743331,980.017011668613
"I679","Henriette ","","F",1808,,"8","6",301.270347858398,979.554888130063
"I680","Karl Ferdinand","","M",1833,,"8","5",332.22545705798,927.002639889439
"I681","Unknown ","","F",1833,,"8","5",310.954365816266,925.787483111459
"I682","Maria Cristina of Austria","Queen of Spain","F",1858,1929,"8","4",325.478236106912,865.411637460477
"I683","Alfonso XII ","King of Spain","M",1857,1885,"8","4",309.517389710574,870.514700328161
"I684","Joseph of Austria","Archduke","M",1796,,"6","7",-111.376350991332,996.24658375083
"I685","Elisabeth of Austria","Archduchess","F",1824,,"3.5","7",-242.685714389769,953.454988728155
"I686","Ferdinand of Austria-Este","Archduke","M",1824,,"1","7",-405.662256135091,952.197803289253
"I687","Maria Theresa","","F",1849,1919,"1","6",-439.024407802181,895.924425506186
"I688","Ludwig III  (Wittelsbach)","King of Bavaria","M",1845,1921,"1","6",-514.363246027056,902.781694081237
"I689","Rupprecht of Bavaria","Crown Prince","M",1869,1955,"1","5",-476.879316213139,804.794274250886
"I690","Maria Gabriele of Bavaria","","F",1878,1912,"2","5",-433.057189294799,796.036944665087
"I691","Albrecht (Albert)","Duke of Bavaria","M",1905,,"1","4",-473.324951066824,694.180943691484
"I692","George of Denmark","Prince","M",1653,1708,"5","12",-132.582106470176,1186.98671647351
"I693","Anne  (Stuart)","Queen of England","F",1665,1714,"5","13",-107.191207125116,1180.16729764116
"I694","Daughter ","","F",1684,1684,"5","13",-94.5557063272552,1162.95937010576
"I695","Mary ","","F",1685,1687,"5","13",-154.243091057,1167.46390261793
"I696","Anne Sophia","","F",1686,1687,"5","13",-167.96500450656,1162.47378898995
"I697","Son ","","M",1687,1687,"5","13",-140.94114696286,1162.25810373517
"I698","William of Gloucester","Duke","M",1689,1700,"5","13",-156.160531102753,1156.2434487674
"I699","Mary ","","F",1690,1690,"5","13",-140.888237350315,1153.36615565583
"I700","George ","","M",1692,1692,"5","13",-106.253323316452,1153.29463897822
"I701","Daughter ","","F",1693,1693,"5","13",-149.468303016011,1147.98714715687
"I702","Daughter ","","F",1696,1696,"5","13",-114.336187880455,1145.27020007988
"I703","Son ","","M",1696,1696,"5","13",-99.4645498244926,1145.66645596649
"I704","Son ","","M",1698,1698,"5","13",-138.221639136973,1140.00043424996
"I705","Daughter ","","F",1700,1700,"5","13",-121.178774361358,1137.19928108293
"I706","James II  (Stuart)","King of England","M",1633,1701,"6","13",-45.0146087174816,1213.30553953587
"I707","Anne  (Hyde)","","F",1637,1671,"5","14",-83.3992321137449,1207.8993043064
"I708","Charles of Cambridge","Duke","M",1660,1661,"6","14",-68.6220018451313,1184.6439489254
"I709","Mary II ","Queen of England","F",1662,1694,"6","14",-27.8478588139898,1186.48269274535
"I710","James of Cambridge","Duke","M",1663,1667,"6","14",-53.0484216378399,1183.98098129969
"I711","Charles ","Duke of Kendal","M",1666,1667,"6","14",-70.3647321945419,1177.38325238259
"I712","Edgar of Cambridge","Duke","M",1667,1669,"6","14",-62.2205708155774,1180.58875774583
"I713","Henrietta ","","F",1669,1669,"6","14",-52.8679579858973,1174.88347325975
"I714","Catherine ","","F",1671,1671,"6","14",-67.2321671142082,1170.98755567515
"I715","Mary Beatrice of Modena","","F",1658,1718,"6","14",-13.5810469248237,1184.74199722448
"I716","Catherine Laura (Stuart)","","F",1615,1675,"6","14",-7.30276710897785,1235.18453850309
"I717","Charles of Cambridge (Stuart)","Duke","M",1677,1677,"6","14",-32.869057088329,1167.64161721114
"I718","Charlotte Maria (Stuart)","","F",1682,1682,"6","14",-1.2383922677591,1167.30164104411
"I719","James Francis Edwar (Stuart)","Prince of Wales","M",1688,1766,"6","14",-26.6283805347654,1155.23531661404
"I720","Louisa Maria Theres (Stuart)","","F",1692,1712,"6","14",-18.2387067296822,1154.33852115475
"I721","Maria Casimire Clementin (Sobieska)","","F",1702,1735,"6","15",13.9473323212229,1145.7233259144
"I722","Charles Edward Loui (Stuart)","","M",1720,1788,"6","15",-16.2820311277877,1121.09951099087
"I723","Henry Benedict Thoma (Stuart)","Duke of York","M",1725,1807,"6","15",-2.90106260349519,1116.39348795201
"I724","Louise Maximilienne Caroline","","F",1752,1824,"6","16",-47.4640922610236,1089.89210214947
"I725","James I  (Stuart)","King of England","M",1566,1625,"6","11",31.7220713924059,1266.09709060347
"I726","Anne of Denmark","","F",1574,1619,"6","11",18.0352294161065,1259.71692784715
"I727","Henry Frederick (Stuart)","Prince of Wales","M",1594,1612,"6","12",-8.16174717076637,1244.04853831811
"I728","Elizabeth  (Stuart)","","F",1596,1662,"6","10",71.2333423299232,1247.48781731993
"I729","Margaret  (Stuart)","","F",1598,1600,"6","12",56.7180111052306,1244.91531716419
"I730","Charles I  (Stuart)","King of England","M",1600,1649,"6","12",-42.0962695611371,1243.47836159798
"I731","Robert  (Stuart)","Duke of Kintyre","M",1602,1602,"6","12",58.789491384716,1238.33143239929
"I732","Son ","","M",1603,1603,"6","12",34.493849215715,1240.39569700313
"I733","Mary  (Stuart)","","F",1605,1607,"6","12",45.5511602730731,1239.96338195602
"I734","Sophia  (Stuart)","","F",1606,1606,"6","12",52.5661509361127,1238.84755668477
"I735","Frederick V of Palatinate","King of Bohemia","M",1596,1632,"6","10",92.6466557935064,1245.96059890564
"I736","Sophia  (Hanover)","","F",1630,1714,"6","9",122.786489642106,1217.32544829194
"I737","Frederick II of Denmark and Norway","King","M",1534,1588,"6","12",10.2701030962409,1286.720378393
"I738","Sophia of Mecklenburg- Gustrow","","F",1557,1631,"6","12",-14.1837045011251,1272.85864814913
"I739","Henrietta Maria of France","","F",1609,1669,"3.66666666666667","13",-113.821506292056,1232.2629688125
"I740","Henry IV the Great","King of France","M",1553,1610,"4.33333333333333","13",-150.49066402767,1276.82128912782
"I741","Marie  (de' Medici)","","F",1573,1642,"4.33333333333333","13",-162.239973951871,1258.35347397845
"I742","Charles James (Stuart)","Duke of Cornwall","M",1629,1629,"6","13",-65.8731407519618,1222.57978541773
"I743","Charles II  (Stuart)","King of England","M",1630,1685,"6","13",-26.6566631355797,1220.92308905926
"I744","Mary  (Stuart)","Princess Royal","F",1631,1660,"6","13",-18.6797216471677,1222.961437232
"I745","Elizabeth  (Stuart)","","F",1635,1650,"6","13",-55.259213894072,1214.20536074275
"I746","Anne  (Stuart)","","F",1637,1640,"6","13",-69.6400718430005,1210.20915484936
"I747","Catherine  (Stuart)","","F",1639,1639,"6","13",-37.1109232716815,1208.35037097697
"I748","Henry of Gloucester (Stuart)","Duke","M",1640,1660,"6","13",-51.6510899947608,1206.135355896
"I749","Henrietta Anne (Stuart)","","F",1644,1670,"2.5","12",-203.224319859579,1201.51024969136
"I750","William II of Orange","Prince","M",1626,1650,"6","14",52.0346276556797,1217.62289087408
"I751","Philippe of Orleans","Duke","M",1641,1701,"2.5","11",-252.366397400782,1201.55900616313
"I752","Catherine of Braganza","","F",1638,1705,"6","14",70.4796496619185,1205.42459498942
"I753","John IV the Fortunate","King of Portugal","M",1605,1656,"6","15",115.589367195322,1237.69160873099
"I754","Luiza Maria (de Guzman)","","F",1605,,"6","15",133.384398787704,1236.78631455489
"I755","Alfonso IV  (d'Este)","Duke of Modena","M",1633,,"6","15",11.6331218295471,1215.7923317717
"I756","Laura  (Mortinozzi)","","F",1633,,"6","15",-9.74401780173889,1216.16539101652
"I757","William III of Orange (Stuart)","King of England","M",1650,1702,"6","14",34.6159147949531,1196.26360028539
"I758","Ernest Augustus of Brunswick","Duke","M",1629,1698,"6","9",151.748617856031,1216.89837094487
"I759","George I of Saxe- Meiningen","Duke","M",1767,,"6","8",63.1429643534491,1053.33038668395
"I760","Louisa Eleonora of Hohenlohe-","Princess","F",1767,,"6","8",88.9584144539359,1060.12196150296
"I761","Frederick William I","King of Prussia","M",1688,1740,"6.4","9",169.503718714016,1155.57083265937
"I762","Maria of Waldegrave (Walpole)","Countess","F",1730,1790,"6","8",173.735481622542,1106.96534641302
"I763","Anne  (Horton)","Hon.","F",1748,1808,"6","8",162.80411207417,1086.85407704864
"I764","Christian VII ","King of Denmark","M",1749,1808,"5","8",-82.3802411022536,1087.46374764332
"I765","Charles Louis","Elector Palatine","M",1620,1680,"6","11",64.2687554081493,1229.14138246059
"I766","Rupert of Cumberland","Duke","M",1619,1682,"6","11",91.4922816653927,1218.65635139184
"I767","Maurice ","","M",1594,1654,"6","11",42.9303088218216,1248.78397552059
"I768","Edward ","","M",1621,,"6","11",99.1697881917912,1222.21576776429
"I769","Charlotte  (Landgrave)","","F",1620,,"6","12",82.3301230101884,1224.35320517183
"I770","Ernest Augustus","Duke of York","M",1654,,"6","10",136.847252287669,1191.27043604755
"I771","Sophia Charlotte","","F",1668,1705,"6.4","10",170.365530136724,1181.74871406143
"I772","Frederick I ","King of Prussia","M",1657,1713,"6.4","10",165.83001878616,1191.98548778388
"I773","Henry VII  (Tudor)","King of England","M",1457,1509,"6","15",33.6881396271082,1359.34648522352
"I774","Elizabeth of York","","F",1466,1503,"6","15",51.3559644561699,1348.68150427227
"I775","Arthur  (Tudor)","Prince of Wales","M",1486,1502,"6","16",-29.7934036744184,1337.09532503991
"I776","Margaret  (Tudor)","","F",1489,1541,"6","14",110.757713623822,1331.78445019452
"I777","John Crocker (Bulteel)","","M",1783,1843,"6","7",96.7658619760328,1024.86343020069
"I778","Elizabeth  (Grey)","Lady","F",1820,1880,"6","7",148.111033281122,961.157568609596
"I779","Horace Beauchamp (Seymour)","Sir","M",1791,1856,"6","7",194.953946047581,1016.95430545233
"I780","Elizabeth Malet (Palk)","","F",1767,1827,"6","7",174.476303235892,1043.40899373582
"I781","George John (Spencer)","Earl of Spencer","M",1758,1834,"6","7",110.094637379844,1073.73496664637
"I782","Lavinia  (Bingham)","Lady","F",1771,1831,"6","7",152.856499202549,1049.26301365862
"I783","Henry  (Baring)","","M",1788,1848,"6","7",151.799945227203,1012.82882304367
"I784","Cecilia Anne (Windham)","","F",1814,1874,"6","7",181.396610509578,970.274210575179
"I785"," ","Earl Howe I","M",1810,1870,"6","7",-41.1170315090263,977.022252864143
"I786","Anne  (Gore)","","F",1817,1877,"6","7",-37.2616369392262,963.027908457783
"I787","Louisa Jane (Russell)","Lady","F",1845,1905,"6","7",-61.0893185935423,919.549418787746
"I788"," ","Duke Albercorn I","M",1825,1885,"6","7",-64.9111853110002,947.165576066566
"I789","George Charles (Bingham)","Earl of Lucan","M",1800,1888,"6","7",190.193205023383,990.981515649874
"I790","Anne  (Brudenell)","Lady","F",1817,1877,"6","7",208.012202480521,960.729984499837
"I791","Caroline  (Paget)","Lady","F",1814,1874,"6","7",190.385909447191,968.572661908546
"I792","Charles Lennox of Richmond","Duke","M",1791,1860,"6","7",205.990198837026,1009.72953818822
"I793","David  (Gill)","","M",1808,,"6","7",13.6474468143936,981.623840550679
"I794","Sarah  (Ogston)","","F",1808,,"6","7",46.1548810047574,986.140220112031
"I795","William Smith (Marr)","","M",1838,1898,"6","7",-25.9904855869467,926.658319506551
"I796","Helen  (Bean)","","F",1792,1852,"6","7",-3.60191739317555,998.764232284408
"I797","William  (Littlejohn)","","M",1828,1888,"6","7",61.1181515050338,940.671166405268
"I798","Janet  (Bentley)","","F",1788,1848,"6","7",45.7722324786278,1008.51592620897
"I799","James  (Crombie)","","M",1818,1878,"6","7",176.165259804229,959.08947659307
"I800","Katherine Scott (Forbes)","","F",1833,1893,"6","7",180.32541423322,929.460433768045
"I801","Gabriella Marina Alexandr (Windsor)","Lady","F",1981,,"6","5",33.4291408432195,372.535685332047
"I802","Thomas  (Troubridge)","","M",1945,,"6","6",116.700442871967,517.77511694758
"I803","John Charles of Buccleuch VII","Duke","M",1876,,"6","5",168.65668316059,797.61023896375
"I804","Peter  (Shand-Kydde)","","M",1936,,"6","4",72.7173351740435,554.367048283076
"I805","Unknown ","","F",1936,,"6","5",123.044299279471,550.076459422282
"I806","Barbara  (Cartland)","Dame","F",1900,,"6","5",39.6908362742938,711.56392474607
"I807","Robert  (Fellowes)","Sir","M",1941,,"6","5",98.3979082401089,529.538694604758
"I808","Laura Jane (Fellowes)","","F",1980,,"6","5",109.024490674503,374.333737673064
"I809","Neil  (McCorquodale)","","M",1951,,"6","5",33.1822038319535,490.065754577865
"I810","William  (Fellowes)","Sir","M",1916,,"6","6",112.259081763776,638.508104384451
"I811","Andrew  (Ferguson)","Major","M",1899,1966,"6","4",25.7498106105873,688.928971023721
"I812","Marian -Scott (Montagu-Douglas-)","","F",1980,,"6","4",52.7021379897671,413.621009209174
"I813","John Andrew (Ferguson)","","M",1964,,"6","5",22.3781182072875,443.58560973421
"I814","Algernon Francis (Ferguson)","Brig. Gen.","M",1867,1943,"6","5",3.76934043003123,835.426189278276
"I815","John  (Ferguson)","Colonel","M",1842,,"6","6",51.1837837344338,910.325041170484
"I816","Thomas  (Ferguson)","","M",1817,,"6","7",37.7028804196909,968.015937960284
"I817","Emma  (Benyon)","","F",1817,,"6","7",79.4519644665944,959.37687411455
"I818","John  (Ferguson)","","M",1792,,"6","8",6.39029800292717,1016.1299726376
"I819","James  (Ferguson)","Dr.","M",1729,1789,"6","9",-20.912175720011,1106.21938205861
"I820","Fitzherbert  (Wright)","","M",1905,1975,"6","4",118.984319875991,686.366874774647
"I821","Doreen  (Wingfield)","Hon.","F",1904,,"6","4",160.299221323109,690.05573977835
"I822","Jane Louisa (Ferguson)","","F",1957,,"6","4",108.541514595493,464.861227101815
"I823","Hector  (Barrantes)","","M",1939,1990,"6","4",50.9122641239936,547.33873671089
"I824","Louise ","","F",1907,1967,"6","5",59.0083697806793,669.451889757968
"I825","Alex  (Makim)","","M",1951,,"6","5",144.678193411964,475.929289747452
"I826","Seamus  (Makim)","","M",1980,,"6","5",138.91791221169,368.815260768713
"I827","Beatrice Elizabeth Mar (Windsor)","Princess","F",1988,,"6","2",51.5334462583175,335.421208649507
"I828","Henry VIII  (Tudor)","King of England","M",1491,1547,"4.75","16",-72.7329376067614,1334.94281290806
"I829","Elizabeth  (Tudor)","","F",1492,1495,"6","16",86.950123103892,1330.52451788034
"I830","Mary  (Tudor)","","F",1496,1533,"6","16",138.035381781411,1322.73774085403
"I831","Edmund  (Tudor)","","M",1499,1500,"6","16",70.5768232455117,1320.2593359685
"I832","Katherine  (Tudor)","","F",1503,1503,"6","16",85.0319907007036,1314.24707097176
"I833","Catherine of Aragon","","F",1485,1536,"4.33333333333333","16",-143.439608351055,1344.73399858334
"I834","James IV ","King of Scotland","M",1473,1513,"6","14",127.016297769064,1349.7661645867
"I835","James V ","King of Scotland","M",1512,1542,"6","13",115.346726322283,1308.86867910123
"I836","Archibald  (Douglas)","Earl of Angus VI","M",1497,1557,"6","14",195.416486450043,1320.29025536775
"I837","Henry  (Stewart)","Lord Methven I","M",1491,1551,"6","15",161.783799376047,1323.43633386974
"I838","Louis XII ","King of France","M",1462,1515,"6","16",180.213392097587,1349.94160948784
"I839","Charles  (Brandon)","Duke of Suffolk","M",1485,1545,"6","17",179.778366929743,1328.63879674498
"I840","Ferdinand V ","King of Aragon","M",1452,1516,"4.33333333333333","17",-219.203303188197,1377.65143214277
"I841","Isabella ","Queen of Castile","F",1451,1504,"4.33333333333333","17",-236.424832518619,1376.91279678843
"I842","Daughter  (Tudor)","","F",1510,1510,"4.75","17",-94.2261324899894,1325.4432727961
"I843","Henry (1)  (Tudor)","Duke of Cornwall","M",1511,1511,"4.75","17",-114.053115408344,1321.08256587344
"I844","Henry (2)  (Tudor)","Duke of Cornwall","M",1513,1513,"4.75","17",-99.212328082001,1312.71006679047
"I845","Son  (Tudor)","","M",1514,1514,"4.75","17",-89.6164223179673,1314.38912328082
"I846","Mary I  (Tudor)","Queen of England","F",1516,1558,"4.33333333333333","15",-108.551647460663,1310.52928353588
"I847","Daughter  (Tudor)","","F",1518,1518,"4.75","17",-116.951082670299,1308.99688468602
"I848","Anne  (Boleyn)","","F",1501,1536,"4.75","17",-120.702380124902,1332.8835051364
"I849","Elizabeth I  (Tudor)","Queen of England","F",1533,1603,"4.75","17",-75.7279440769501,1301.26299284413
"I850","Son  (Tudor)","","M",1536,1536,"4.75","17",-90.1681835798772,1296.59650078222
"I851","Jane  (Seymour)","","F",1505,1537,"4.75","17",-126.582943308834,1324.43949837199
"I852","Edward VI  (Tudor)","King of England","M",1537,1553,"4.75","17",-78.7821614108944,1294.79326812645
"I853","Anne of Cleves","","F",1515,1557,"4.75","17",-128.346228799581,1313.32915166535
"I854","John III ","Duke of Cleves","M",1490,,"4.75","18",-142.44289133274,1334.65059867357
"I855","Marie of Julich","","F",1490,,"4.75","18",-153.836290374535,1339.19013005421
"I856","Catherine  (Howard)","","F",1520,1542,"4.75","17",-135.680763874331,1316.10709624617
"I857","Edmund  (Howard)","Lord","M",1453,1513,"4.75","18",-144.055129968961,1372.07721099701
"I858","Joyce  (Culpeper)","","F",1453,,"4.75","18",-176.341269438567,1372.85545406974
"I859","Catherine  (Parr)","","F",1512,1548,"4.75","17",-79.4243440828791,1315.60008587404
"I860","John  (Seymour)","Sir","M",1480,,"4.75","18",-142.548057784679,1353.2728327632
"I861","Margery  (Wentworth)","","F",1480,,"4.75","18",-163.537889131912,1356.8313776205
"I862","Edward  (Borough)","Sir","M",1473,1533,"4.75","18",-104.497658821498,1352.93256183101
"I863","John  (Nevill)","Baron Latimer #3","M",1483,1543,"4.75","18",-116.165590195472,1347.17354735979
"I864","Thomas  (Seymour)","Baron Seymour","M",1512,,"4.75","18",-75.2729127510186,1309.12865574777
"I865","Thomas of Kendal (Parr)","Sir","M",1487,,"4.75","18",-94.1015444367884,1339.99023603329
"I866","Maud  (Green)","","F",1487,,"4.75","18",-110.3493769739,1341.14038780845
"I867","Daughter  (Seymour)","","F",1548,1548,"4.75","18",-83.5076122875418,1283.00434542261
"I868","Jane  (Grey)","Queen of England","F",1537,1554,"6","18",53.5477490879615,1290.42990362164
"I869","Guildford  (Dudley)","Lord","M",1494,1554,"6","19",-15.2775732676028,1324.67798054888
"I870","Philip II ","King of Spain","M",1527,1598,"4.33333333333333","14",-135.115497719956,1299.51197036428
"I871","Charles V ","Emperor","M",1500,1558,"4.33333333333333","15",-194.047433235678,1329.12748423704
"I872","Isabella of Portugal","","F",1503,1539,"4.33333333333333","15",-162.106960578996,1326.91400377481
"I873","Simon  (de Montfort)","Earl Leicester","M",1205,1265,"6","25",-65.8251976331231,1512.3110732872
"I874","Tomislav of Yugoslavia","Prince","M",1928,,"6","8",130.997202938843,601.274343237908
"I875","Andrej of Yugoslavia","Prince","M",1929,,"6","8",118.343285217664,597.178030705798
"I876","William  (Marshal)","Earl of Pembroke","M",1171,1231,"6","25",-77.1553188107669,1537.4853039863
"I877","Alexander ","Crown Prince","M",1945,,"8","6",278.084880051037,518.262084697343
"I878","Dona Maria da Gloria","Princess","F",1945,,"8","7",315.579360114628,500.761720788243
"I879","Peter of Yugoslavia","Prince","M",1980,,"8","7",297.040822524933,379.510508539699
"I880","Philip of Yugoslavia","Prince","M",1982,,"8","7",300.505348548427,368.262577218904
"I881","Alexander of Yugoslavia","Prince","M",1982,,"8","7",312.343709518327,368.601465162841
"I882","Alice  (Scholastica)","Grand Duchess","F",1928,,"6","9",101.522700644327,587.884094458407
"I883","Nikolas K. (George)","","M",1958,,"6","9",102.182676759623,477.543208504226
"I884","Katarina K. (George)","","F",1959,,"6","9",94.9506942556531,475.724590302214
"I885","Linda  (Bonney)","","F",1928,,"6","9",85.6190532715767,581.847526022458
"I886","George K. (George)","","M",1984,,"6","9",93.2943721530513,370.587006858952
"I887","Christina of Hesse","","F",1929,,"6","9",117.441998770731,584.220746749653
"I888","Tatiana Maria","","F",1957,,"6","9",122.528011566972,480.657546480374
"I889","Christopher K. (George)","","M",1960,,"6","9",126.371004262918,469.878791771252
"I890","Kira Melita of Leiningen","","F",1930,,"5.5","8",6.45527748551999,591.753026476691
"I891","Vladimir K. (George)","","M",1964,,"6","9",58.0146156222732,452.654546319833
"I892","Dimitrye K. (George)","","M",1965,,"6","9",58.1417683036426,443.640840562648
"I893","Mitsi ","","F",1929,,"6","9",164.981401675756,594.731295089034
"I894","Louis ","Dauphin","M",1705,1765,"8","13",370.460209319463,1132.06042627628
"I895","Maria of Russia","Grand Duchess","F",1907,1951,"5.5","7",-29.7744775299206,676.100709859135
"I896","Elizabeth of France","","F",1602,1644,"8","12",22.0573191559225,1242.22098537
"I897","Charles X ","King of France","M",1757,1836,"8","14",363.005100020448,1077.5878919452
"I898","Louis XVIII ","King of France","M",1755,1824,"8","14",379.549979434822,1083.37625721969
"I899","Maria of Russia","Grand Duchess","F",1953,,"5.5","8",-7.6550125405209,496.480672789725
"I900","Franz Wilhelm of Prussia","Prince","M",1943,,"5.5","9",1.6431309080579,521.391076250751
"I901","George of Russia","Grand Duke","M",1981,,"5.5","9",-13.8278075671705,363.469619291586
"I902","Karl of Leiningen","Prince","M",1898,1946,"5.5","8",-55.4304167802946,699.427188397577
"I903","Emich of Leiningen","Prince","M",1926,,"5.5","8",-65.7556976557879,602.064411773383
"I904","Karl of Leiningen","Prince","M",1928,,"5.5","8",-55.3092157365928,608.015995924553
"I905","Margarita ","Princess","F",1932,,"5.5","8",-42.0335461665501,595.572670551682
"I906","Mechtilde ","Princess","F",1936,,"5.5","8",-40.2244144140946,564.328332463586
"I907","Friedrich of Leiningen","Prince","M",1938,,"5.5","8",-65.812460945191,574.378534713629
"I908","Eilika of Oldenberg","Duchess","F",1926,,"5.5","9",-72.0747876443505,595.362210949326
"I909","Melita ","Princess","F",1951,,"5.5","9",-52.6811221489385,506.188657030204
"I910","Karl ","Prince","M",1952,,"5.5","9",-61.2632236533657,499.869939470914
"I911","Andreas ","Prince","M",1955,,"5.5","9",-63.1015760900922,482.483500977222
"I912","Stephanie ","Princess","F",1958,,"5.5","9",-70.9251465356465,476.923602014479
"I913","Margarite of Hohenloche- Ochringen","Princess","F",1952,,"5.5","10",-78.7476227924214,485.535448160661
"I914","Alexandra of Hanover","Princess","F",1955,,"5.5","10",-39.6332573735002,467.120144287982
"I915","Ferdinand ","Prince","M",1982,,"5.5","10",-53.1941001864993,356.525584539407
"I916","Karl  (Bauscher)","","M",1936,,"5.5","9",-69.3280855318887,543.480183606793
"I917","Ulf  (Bauscher)","","M",1963,,"5.5","9",-42.8822670016012,448.938606932626
"I918","Berthold  (Bauscher)","","M",1965,,"5.5","9",-54.7944918566004,439.533550539113
"I919","Johan  (Bauscher)","","M",1971,,"5.5","9",-49.1162703558706,413.109681806919
"I920","Anne of Austria","","F",1601,1666,"4.33333333333333","12",-76.9861189328787,1236.86069506649
"I921","Friedrich Wilhelm of Prussia","Prince","M",1939,,"8","7",242.011309264025,544.173207665734
"I922","Michael of Prussia","Prince","M",1939,,"8","7",244.586535949034,555.806773343857
"I923","Marie-Cecile of Prussia","Princess","F",1942,,"8","7",222.200847124368,555.11205076947
"I924","Louis Ferdinand of Prussia","Prince","M",1944,1977,"8","7",240.660955427312,531.429796987028
"I925","Christian Sigismund of Prussia","Prince","M",1946,,"8","7",250.075433375235,529.926741408155
"I926","Nina zu Reventlow","Countess","F",1946,,"8","8",296.68123294563,506.743126577451
"I927","Daughter ","","F",1971,,"8","8",261.330925047406,412.012384413666
"I928","Donata of Castell- Rudenhausen","","F",1944,,"8","8",278.453865219251,509.756405070734
"I929","Georg Friedrich","Prince","M",1976,,"8","8",270.224041881591,395.44223939248
"I930","Corneilie-Cecile ","Princess","F",1978,,"8","8",277.429749763161,385.14481635562
"I931","Jutta  (Jorn)","","F",1939,,"8","8",297.796581677674,535.062784242869
"I932","Micaela ","Prince","M",1967,,"8","8",283.317029106633,433.5393638891
"I933","Nataly ","Princess","F",1970,,"8","8",308.268759808253,419.928296281437
"I934","Waltraud  (Freydag)","","F",1939,,"8","8",232.324586533315,537.191783220508
"I935","Philip ","Prince","M",1968,,"8","8",247.836868018827,428.032162661069
"I936","Ehrengard  (von Reden)","","F",1939,,"8","8",233.285766831677,522.229851516367
"I937","Friedrich ","Prince","M",1979,,"8","8",243.843956832168,388.100571065178
"I938","Viktoria ","Princess","F",1982,,"8","8",240.300182396634,373.612676746712
"I939","Joachim ","Prince","M",1984,,"8","8",252.95017648122,363.869732479159
"I940","Margaret  (Messenger)","","F",1950,,"6","6",109.131427553042,480.44134922088
"I941","Emily ","Hon.","F",1976,,"6","6",114.328435518192,393.373313994502
"I942","Benjamin ","Hon.","M",1978,,"6","6",57.5404320359363,378.706328004953
"I943","Alexander  (Lascelles)","Hon.","M",1980,,"6","6",101.448259071876,372.672673114266
"I944","Edward  (Lascelles)","","M",1982,,"6","6",107.014020008507,360.127417767549
"I945","Fredericka Ann (Duhrrson)","","F",1953,,"6","6",37.1691105588987,469.916859750693
"I946","Sophie  (Lascelles)","","F",1973,,"6","6",27.249488984833,398.047492067867
"I947","Rowan  (Lascelles)","","M",1977,,"6","6",16.8731938059153,378.177468311171
"I948","Julie  (Bayliss)","","F",1955,,"6","6",145.869191106705,458.077592180757
"I949","Thomas  (Lascelles)","","M",1982,,"6","6",127.747575666147,360.597176107619
"I950","Ellen  (Lascelles)","","F",1984,,"6","6",115.475167845735,351.075239537369
"I951","Marie Louise","","F",1662,1689,"2.5","12",-220.703240172405,1184.0326949089
"I952","Maud  (Carnegie)","Lady","F",1893,1945,"5.5","5",-66.833074496379,740.997772237178
"I953","Charles of Southesk","Earl XI","M",1893,,"5.5","6",-65.9247684297399,727.614076033164
"I954","James George Alexande (Carnegie)","Duke of Fife","M",1929,,"5.5","6",-25.8311574674459,598.01972929714
"I955","Caroline  (Dewar)","Hon.","F",1929,,"5.5","7",-12.4200538317929,584.608948338383
"I956","Alexandra  (Carnegie)","Lady","F",1959,,"5.5","7",-6.95864155479341,472.742807072823
"I957","David Charles (Carnegie)","Earl of Macduff","M",1961,,"5.5","7",-0.0662470143291081,459.354967027814
"I958","Ragnhild Alexandra","Princess","F",1930,,"5","2",-148.851312077517,592.218563453574
"I959","Astrid Maud Ingeborg","Princess","F",1932,,"5","2",-109.965835575219,576.389045339089
"I960","Johan Martin (Ferner)","","M",1927,,"5","3",-126.296599197835,579.92827471521
"I961","Cathrine  (Ferner)","","F",1962,,"5","3",-121.919696101171,462.657582198332
"I962","Benedickte  (Ferner)","","M",1963,,"5","3",-105.878020477465,458.056744004247
"I963","Alexander  (Ferner)","","M",1965,,"5","3",-119.346030322766,447.009167379204
"I964","Elisabeth  (Ferner)","","F",1969,,"5","3",-101.013142864738,429.122090977702
"I965","Carl Christian (Ferner)","","M",1972,,"5","3",-121.628726863685,412.822559252375
"I966","Erling  (Lorentzen)","","M",1930,,"5","3",-175.761895395346,577.342349540825
"I967","Haakon  (Lorentzen)","","M",1955,,"5","3",-160.438075024383,485.957039492268
"I968","Ingeborg  (Lorentzen)","","F",1955,,"5","3",-189.434187689663,485.088381997726
"I969","Ragnhild Alexandra (Lorentzen)","","F",1968,,"5","3",-174.320265533895,434.239463791853
"I971","Joana Maria Valentin (Lambrino)","","F",1898,1953,"8","6",245.188843253269,725.586743923067
"I972","Margarita of Romania","Princess","F",1949,,"8","6",239.263269718661,511.756205993584
"I973","Helen of Romania","Princess","F",1950,,"8","6",285.648319299199,499.777592348188
"I974","Irina ","Princess","F",1953,,"8","6",237.277492422598,489.730613937836
"I975","Sophie ","Princess","F",1957,,"8","6",249.627829209655,480.21231064272
"I976","Maria ","Princess","F",1964,,"8","6",247.673321835837,458.747143849188
